model,model_key,lambda,run_seed,epoch,lr,phase,loss,cls_loss,reg_loss,acc,tol1_acc,ang_mae_deg,fr,spikes_per_sample,synops_per_sample
CRNNBaseline,crnn,0.0,275,6,0.0002,val,0.4383576261997223,0.4383576261997223,0.0,1.0,1.0,1.6133172798156739,0.0,0.0,0.0
ConvRecSNN,conv_snn,0.0,276,1,0.001879422863405995,train,2.043964301109314,2.043964301109314,0.0,0.40675,0.7885,11.1340940284729,0.061625265300273895,6637.78075,1281875.491
ConvRecSNN,conv_snn,0.0,276,1,0.001879422863405995,val,1.0403537464141845,1.0403537464141845,0.0,0.84875,0.99625,1.728912091255188,0.054876138120889664,5910.81875,1143147.97
ConvRecSNN,conv_snn,0.0,276,2,0.0015500000000000002,train,1.1195244059562683,1.1195244059562683,0.0,0.75825,0.9905,2.6581775379180907,0.056348374158144,6069.39625,1172607.625
ConvRecSNN,conv_snn,0.0,276,2,0.0015500000000000002,val,0.7255517268180847,0.7255517268180847,0.0,0.9125,1.0,1.5368064880371093,0.05457814499735832,5878.72125,1135637.47
ConvRecSNN,conv_snn,0.0,276,3,0.0011,train,0.9195052523612977,0.9195052523612977,0.0,0.84125,0.99275,2.516743583679199,0.057079611510038375,6148.15925,1187212.945
ConvRecSNN,conv_snn,0.0,276,3,0.0011,val,0.5920415663719177,0.5920415663719177,0.0,0.97,1.0,1.2162061786651612,0.055369363278150556,5963.945,1151458.04
ConvRecSNN,conv_snn,0.0,276,4,0.0006500000000000003,train,0.7762675814628601,0.7762675814628601,0.0,0.901,0.995,2.2672439289093016,0.059369780749082564,6394.838,1235179.225
ConvRecSNN,conv_snn,0.0,276,4,0.0006500000000000003,val,0.5167255163192749,0.5167255163192749,0.0,0.995,1.0,1.3193045520782472,0.05741726726293564,6184.52875,1194706.45
ConvRecSNN,conv_snn,0.0,276,5,0.0003205771365940052,train,0.6969640197753906,0.6969640197753906,0.0,0.93525,0.9965,2.199956889152527,0.061055194556713106,6576.37725,1270924.852
ConvRecSNN,conv_snn,0.0,276,5,0.0003205771365940052,val,0.4847760474681854,0.4847760474681854,0.0,0.99875,1.0,1.3745623016357422,0.05927834019064903,6384.98875,1234217.965
ConvRecSNN,conv_snn,0.0,276,6,0.0002,train,0.6377068462371827,0.6377068462371827,0.0,0.95875,0.997,2.138557035446167,0.06253494596481324,6735.76425,1302482.833
ConvRecSNN,conv_snn,0.0,276,6,0.0002,val,0.46921673774719236,0.46921673774719236,0.0,1.0,1.0,1.4634630870819092,0.060306209027767184,6495.7025,1256215.65
ConvRecSNN,conv_snn,0.03,276,1,0.001879422863405995,train,2.0670409936904908,2.065172006607056,0.0018689725222066046,0.4215,0.79275,11.001629344940186,0.06229908522963524,6710.35925,1295295.579
ConvRecSNN,conv_snn,0.03,276,1,0.001879422863405995,val,1.0715815925598144,1.069966468811035,0.0016151291411370039,0.825,1.0,1.7532069969177246,0.05383763939142227,5798.96,1121197.35
ConvRecSNN,conv_snn,0.03,276,2,0.0015500000000000002,train,1.1607110204696656,1.1590122556686402,0.0016987657360732556,0.73775,0.987,2.87157328414917,0.05662552559375763,6099.24875,1178354.959
ConvRecSNN,conv_snn,0.03,276,2,0.0015500000000000002,val,0.7832596302032471,0.7816562747955322,0.0016033494798466563,0.90625,1.0,1.7700826930999756,0.05344498410820961,5756.66625,1112084.02
ConvRecSNN,conv_snn,0.03,276,3,0.0011,train,0.899892605304718,0.8981475801467895,0.0017450256738811732,0.86,0.994,2.4344959955215453,0.05816752392053604,6265.3405,1210834.254
ConvRecSNN,conv_snn,0.03,276,3,0.0011,val,0.6396008086204529,0.6378987789154053,0.0017020251275971531,0.95125,1.0,1.5820457363128662,0.05673417180776596,6110.95125,1181041.71
ConvRecSNN,conv_snn,0.03,276,4,0.0006500000000000003,train,0.7863717799186707,0.7845814881324769,0.0017902920152992011,0.89425,0.9955,2.370272539138794,0.05967640194296837,6427.86475,1242763.268
ConvRecSNN,conv_snn,0.03,276,4,0.0006500000000000003,val,0.5532041406631469,0.5515309739112854,0.0016731658577919006,0.975,1.0,1.3320198345184326,0.05577219665050506,6007.335,1161894.23
ConvRecSNN,conv_snn,0.03,276,5,0.0003205771365940052,train,0.7030879526138306,0.7012724351882934,0.0018155170576646925,0.93,0.997,2.226037160873413,0.06051723662018776,6518.43275,1260931.247
ConvRecSNN,conv_snn,0.03,276,5,0.0003205771365940052,val,0.4973821747303009,0.49568879246711733,0.0016933787893503903,0.995,1.0,1.3438727235794068,0.056445960998535154,6079.9075,1176931.58
ConvRecSNN,conv_snn,0.03,276,6,0.0002,train,0.6511276612281799,0.6492718582153321,0.0018558040745556355,0.95175,0.99625,2.2132578773498537,0.06186013731360435,6663.07925,1289761.179
ConvRecSNN,conv_snn,0.03,276,6,0.0002,val,0.47804906725883484,0.4763211965560913,0.001727868327870965,1.0,1.0,1.4030773258209228,0.05759561210870743,6203.73875,1201890.67
ConvRecSNN,conv_snn,0.1,276,1,0.001879422863405995,train,2.067622727394104,2.061617413520813,0.006005313899368048,0.41525,0.78375,9.633004758834838,0.060053138166666034,6468.44375,1247808.043
ConvRecSNN,conv_snn,0.1,276,1,0.001879422863405995,val,1.1018430423736572,1.0965782260894776,0.005264821872115136,0.775,1.0,1.7352166414260863,0.05264821767807007,5670.845,1094538.425
ConvRecSNN,conv_snn,0.1,276,2,0.0015500000000000002,train,1.1128798589706421,1.1074397897720336,0.0054400677010416985,0.7735,0.99125,2.668068832397461,0.054400675982236864,5859.60575,1131384.276
ConvRecSNN,conv_snn,0.1,276,2,0.0015500000000000002,val,0.7352891230583191,0.7301304769515992,0.00515864297747612,0.92875,1.0,1.4012050437927246,0.05158642828464508,5556.4775,1072417.51
ConvRecSNN,conv_snn,0.1,276,3,0.0011,train,0.8930944066047668,0.8876130247116089,0.005481382954865694,0.8705,0.993,2.348498945236206,0.05481382849812508,5904.10725,1139627.36
ConvRecSNN,conv_snn,0.1,276,3,0.0011,val,0.592121217250824,0.5867996215820312,0.005321593601256609,0.97125,1.0,1.356513156890869,0.053215935677289966,5731.995,1107226.205
ConvRecSNN,conv_snn,0.1,276,4,0.0006500000000000003,train,0.7762586064338685,0.7705837259292603,0.005674882981926203,0.909,0.995,2.293506525039673,0.05674882885813713,6112.53,1180412.978
ConvRecSNN,conv_snn,0.1,276,4,0.0006500000000000003,val,0.5445361471176148,0.5391210436820983,0.005415096469223499,0.97125,1.0,1.4382933235168458,0.054150963872671126,5832.70875,1126453.57
ConvRecSNN,conv_snn,0.1,276,5,0.0003205771365940052,train,0.6909053120613098,0.6851191878318786,0.005786123581230641,0.93975,0.9955,2.1184572410583495,0.057861235082149506,6232.3495,1204003.529
ConvRecSNN,conv_snn,0.1,276,5,0.0003205771365940052,val,0.4863620972633362,0.4808864736557007,0.005475624781101942,0.9925,1.0,1.428354229927063,0.054756246656179425,5897.905,1140243.205
ConvRecSNN,conv_snn,0.1,276,6,0.0002,train,0.6330819125175476,0.6271747508049011,0.005907163497060538,0.9625,0.99675,2.0500232181549074,0.0590716341137886,6362.724,1230232.349
ConvRecSNN,conv_snn,0.1,276,6,0.0002,val,0.4718181657791138,0.466257221698761,0.005560941491276026,1.0,1.0,1.4843210983276367,0.05560941323637962,5989.80125,1158725.255
ConvRecSNN,conv_snn,0.3,276,1,0.001879422863405995,train,2.0957258796691893,2.0781071405410767,0.017618739932775497,0.40275,0.77675,9.470379402160644,0.058729130208492276,6325.83225,1220111.554
ConvRecSNN,conv_snn,0.3,276,1,0.001879422863405995,val,1.116334652900696,1.1013292264938355,0.015005431361496449,0.8275,1.0,2.2306947708129883,0.05001810267567634,5387.55,1039698.35
ConvRecSNN,conv_snn,0.3,276,2,0.0015500000000000002,train,1.1621928110122681,1.1465480480194092,0.0156447633728385,0.74925,0.99075,2.917081428527832,0.052149209290742876,5617.09575,1084366.93
ConvRecSNN,conv_snn,0.3,276,2,0.0015500000000000002,val,0.7612397623062134,0.7462919378280639,0.01494782280176878,0.925,1.0,1.781244945526123,0.04982607424259186,5366.86625,1036248.18
ConvRecSNN,conv_snn,0.3,276,3,0.0011,train,0.9154206132888794,0.8993982343673707,0.016022379398345946,0.85675,0.994,2.370952486038208,0.05340792909264565,5752.675,1110634.446
ConvRecSNN,conv_snn,0.3,276,3,0.0011,val,0.6122464799880981,0.5969174098968506,0.0153290756046772,0.97,1.0,1.365613842010498,0.051096916943788526,5503.75125,1062591.805
ConvRecSNN,conv_snn,0.3,276,4,0.0006500000000000003,train,0.7999823923110962,0.7836637363433838,0.016318657770752906,0.9005,0.99475,2.256736738204956,0.05439552345871925,5859.05075,1131156.244
ConvRecSNN,conv_snn,0.3,276,4,0.0006500000000000003,val,0.5343314814567566,0.518714370727539,0.01561711125075817,0.98875,1.0,1.2460789918899535,0.052057034969329834,5607.1675,1083389.595
ConvRecSNN,conv_snn,0.3,276,5,0.0003205771365940052,train,0.7037971215248108,0.6869194211959839,0.016877701953053475,0.94175,0.997,2.0337531356811525,0.05625900414586067,6059.77,1170727.04
ConvRecSNN,conv_snn,0.3,276,5,0.0003205771365940052,val,0.496060688495636,0.48012187957763675,0.01593880958855152,0.99875,1.0,1.4269315576553345,0.05312936246395111,5722.67,1106113.97
ConvRecSNN,conv_snn,0.3,276,6,0.0002,train,0.6551838684082031,0.6379060325622559,0.01727783428132534,0.95625,0.99725,1.9918232564926148,0.057592778444290164,6203.4335,1199133.264
ConvRecSNN,conv_snn,0.3,276,6,0.0002,val,0.4796675181388855,0.4635102689266205,0.016157246232032775,0.99875,1.0,1.4640677452087403,0.053857485055923464,5801.0975,1121982.505
ConvRecSNN,conv_snn,1.0,276,1,0.001879422863405995,train,2.189595585823059,2.1331707630157473,0.05642481678724289,0.385,0.74825,11.370065940856934,0.05642481678724289,6077.63,1171695.492
ConvRecSNN,conv_snn,1.0,276,1,0.001879422863405995,val,1.140955729484558,1.090610237121582,0.05034550353884697,0.73,1.0,1.8013902378082276,0.05034550353884697,5422.815,1046764.03
ConvRecSNN,conv_snn,1.0,276,2,0.0015500000000000002,train,1.2144504299163819,1.162185767173767,0.05226466292142868,0.738,0.9895,2.861648584365845,0.05226466292142868,5629.5315,1086461.831
ConvRecSNN,conv_snn,1.0,276,2,0.0015500000000000002,val,0.8855997467041016,0.8350522899627686,0.050547454208135605,0.84875,1.0,1.9395404529571534,0.050547454208135605,5444.5675,1050461.05
ConvRecSNN,conv_snn,1.0,276,3,0.0011,train,1.0115832715034485,0.9575206956863404,0.054062575250864026,0.8315,0.9895,2.597027174949646,0.054062575250864026,5823.18825,1123496.995
ConvRecSNN,conv_snn,1.0,276,3,0.0011,val,0.7196070957183838,0.6689264154434205,0.05068067997694015,0.93125,1.0,1.5099768114089966,0.05068067997694015,5458.9175,1053775.585
ConvRecSNN,conv_snn,1.0,276,4,0.0006500000000000003,train,0.8635030727386475,0.8086122169494628,0.054890855848789215,0.8965,0.993,2.296431688308716,0.054890855848789215,5912.404,1141056.03
ConvRecSNN,conv_snn,1.0,276,4,0.0006500000000000003,val,0.6333597946166992,0.582577555179596,0.050782234966754915,0.9575,1.0,1.404588499069214,0.050782234966754915,5469.85625,1056311.225
ConvRecSNN,conv_snn,1.0,276,5,0.0003205771365940052,train,0.7910522651672364,0.73503750705719,0.05601476263999939,0.92325,0.99475,2.2579712963104246,0.05601476263999939,6033.46225,1164794.904
ConvRecSNN,conv_snn,1.0,276,5,0.0003205771365940052,val,0.5827037453651428,0.5301873397827148,0.052516407668590545,0.985,1.0,1.315644965171814,0.052516407668590545,5656.6475,1092854.355
ConvRecSNN,conv_snn,1.0,276,6,0.0002,train,0.7442439365386962,0.6866891341209411,0.0575548021197319,0.9405,0.9945,2.1824744262695313,0.0575548021197319,6199.343,1197364.913
ConvRecSNN,conv_snn,1.0,276,6,0.0002,val,0.5487343263626099,0.49475964546203616,0.05397468388080597,0.99875,1.0,1.2992322540283203,0.05397468388080597,5813.72125,1123237.08
FlatLIFSNN,flat_snn,0.0,276,1,0.001879422863405995,train,2.404919759750366,2.404919759750366,0.0,0.3875,0.73325,14.247184539794922,0.30507671332359315,2577.288,211047.471
FlatLIFSNN,flat_snn,0.0,276,1,0.001879422863405995,val,1.2859851980209351,1.2859851980209351,0.0,0.84875,1.0,2.218692493438721,0.3982266628742218,3364.21875,264989.41
FlatLIFSNN,flat_snn,0.0,276,2,0.0015500000000000002,train,1.2747875347137452,1.2747875347137452,0.0,0.74825,0.97375,3.6456884269714354,0.3962511966228485,3347.53,261276.324
FlatLIFSNN,flat_snn,0.0,276,2,0.0015500000000000002,val,0.8322887420654297,0.8322887420654297,0.0,0.94875,0.99875,1.8901243686676026,0.41000341176986693,3463.70875,271785.415
FlatLIFSNN,flat_snn,0.0,276,3,0.0011,train,0.9593849592208862,0.9593849592208862,0.0,0.8695,0.98925,2.619499614715576,0.40028395295143127,3381.59875,262231.882
FlatLIFSNN,flat_snn,0.0,276,3,0.0011,val,0.6237174773216247,0.6237174773216247,0.0,0.9975,1.0,1.4043726539611816,0.41470882058143616,3503.46,275011.495
FlatLIFSNN,flat_snn,0.0,276,4,0.0006500000000000003,train,0.7982168893814087,0.7982168893814087,0.0,0.92025,0.997,2.206299592971802,0.4029075074195862,3403.7625,263920.337
FlatLIFSNN,flat_snn,0.0,276,4,0.0006500000000000003,val,0.5546597290039063,0.5546597290039063,0.0,0.9975,1.0,1.5010340213775635,0.4145612978935242,3502.21375,274856.805
FlatLIFSNN,flat_snn,0.0,276,5,0.0003205771365940052,train,0.7087875652313232,0.7087875652313232,0.0,0.9545,0.999,1.97250648021698,0.40358059215545655,3409.44875,264176.815
FlatLIFSNN,flat_snn,0.0,276,5,0.0003205771365940052,val,0.5236706733703613,0.5236706733703613,0.0,0.99875,1.0,1.5788883876800537,0.41644636034965515,3518.13875,275881.48
FlatLIFSNN,flat_snn,0.0,276,6,0.0002,train,0.6596636075973511,0.6596636075973511,0.0,0.976,0.9995,1.83408544921875,0.4051571791172028,3422.76775,265267.685
FlatLIFSNN,flat_snn,0.0,276,6,0.0002,val,0.5077450895309448,0.5077450895309448,0.0,1.0,1.0,1.6170084810256957,0.4169023859500885,3521.99125,276222.225
FlatLIFSNN,flat_snn,0.03,276,1,0.001879422863405995,train,2.4111060371398927,2.4021165256500243,0.008989503694698215,0.3855,0.747,15.362200019836425,0.29965013039112093,2531.44425,205932.123
FlatLIFSNN,flat_snn,0.03,276,1,0.001879422863405995,val,1.3067962408065796,1.295146141052246,0.011650084331631661,0.84375,1.0,2.6014680671691894,0.3883361554145813,3280.66375,255383.65
FlatLIFSNN,flat_snn,0.03,276,2,0.0015500000000000002,train,1.278794569015503,1.2670790672302246,0.011715499974787236,0.75875,0.97225,3.698236961364746,0.3905166718959808,3299.08475,254399.339
FlatLIFSNN,flat_snn,0.03,276,2,0.0015500000000000002,val,0.8372911429405212,0.8251892185211182,0.01210192658007145,0.965,1.0,1.629627184867859,0.4033975613117218,3407.9025,263518.435
FlatLIFSNN,flat_snn,0.03,276,3,0.0011,train,0.963865149974823,0.952044451713562,0.011820699661970139,0.87225,0.9905,2.544743440628052,0.3940233318805695,3328.709,254800.169
FlatLIFSNN,flat_snn,0.03,276,3,0.0011,val,0.6460180878639221,0.6338360404968262,0.012182053625583649,0.9975,1.0,1.399771032333374,0.4060684633255005,3430.46625,264751.745
FlatLIFSNN,flat_snn,0.03,276,4,0.0006500000000000003,train,0.8167452926635742,0.804894558429718,0.01185073695331812,0.911,0.99375,2.2147742252349856,0.3950245730876923,3337.1675,255007.799
FlatLIFSNN,flat_snn,0.03,276,4,0.0006500000000000003,val,0.573147006034851,0.5609259343147278,0.012221076004207134,0.995,1.0,1.5193854141235352,0.4073692083358765,3441.455,265460.025
FlatLIFSNN,flat_snn,0.03,276,5,0.0003205771365940052,train,0.7196842913627625,0.7077897052764892,0.01189458367228508,0.95725,0.9985,1.8993371658325195,0.3964861330986023,3349.51475,255746.309
FlatLIFSNN,flat_snn,0.03,276,5,0.0003205771365940052,val,0.53676855802536,0.5245125579833985,0.012255997098982334,1.0,1.0,1.5738018035888672,0.40853324651718137,3451.28875,266378.46
FlatLIFSNN,flat_snn,0.03,276,6,0.0002,train,0.6763520579338074,0.664402382850647,0.01194967781752348,0.97375,0.999,1.836029251098633,0.39832260298728944,3365.02925,257049.019
FlatLIFSNN,flat_snn,0.03,276,6,0.0002,val,0.5227361297607422,0.5104722309112549,0.012263898365199566,1.0,1.0,1.6129352998733522,0.40879662036895753,3453.51375,266582.415
FlatLIFSNN,flat_snn,0.1,276,1,0.001879422863405995,train,2.457757122993469,2.4297222537994383,0.02803486452996731,0.38675,0.76025,19.038707931518555,0.2803486401438713,2368.38525,191900.449
FlatLIFSNN,flat_snn,0.1,276,1,0.001879422863405995,val,1.328346562385559,1.290278239250183,0.038068316876888275,0.87,1.0,2.6570426845550537,0.38068316102027894,3216.01125,250979.95
FlatLIFSNN,flat_snn,0.1,276,2,0.0015500000000000002,train,1.280906301498413,1.243054133415222,0.03785217118263245,0.78425,0.979,3.382707763671875,0.37852170276641844,3197.75125,246331.17
FlatLIFSNN,flat_snn,0.1,276,2,0.0015500000000000002,val,0.8476206660270691,0.8082955288887024,0.039325137585401536,0.98,1.0,1.3142366123199463,0.3932513701915741,3322.1875,257092.75
FlatLIFSNN,flat_snn,0.1,276,3,0.0011,train,0.9762042813301086,0.9382259392738342,0.037978342920541766,0.8785,0.99125,2.48682820892334,0.3797834215164185,3208.41025,245288.94
FlatLIFSNN,flat_snn,0.1,276,3,0.0011,val,0.6751305961608887,0.6356703042984009,0.039460289031267165,0.9825,1.0,1.4224184083938598,0.39460288047790526,3333.605,258251.74
FlatLIFSNN,flat_snn,0.1,276,4,0.0006500000000000003,train,0.8382288465499877,0.8002443542480469,0.03798449221253395,0.91575,0.99575,2.2048322315216065,0.3798449151515961,3208.92975,245513.791
FlatLIFSNN,flat_snn,0.1,276,4,0.0006500000000000003,val,0.5874535083770752,0.5479832029342652,0.03947030544281006,1.0,1.0,1.498376088142395,0.39470304489135744,3334.45125,258396.285
FlatLIFSNN,flat_snn,0.1,276,5,0.0003205771365940052,train,0.737389741897583,0.6993305740356446,0.038059169560670854,0.9605,0.99875,1.9221209754943849,0.3805916883945465,3215.2385,245874.49
FlatLIFSNN,flat_snn,0.1,276,5,0.0003205771365940052,val,0.5547147583961487,0.5152934908866882,0.03942127093672752,1.0,1.0,1.5789335346221924,0.3942126977443695,3330.30875,258081.21
FlatLIFSNN,flat_snn,0.1,276,6,0.0002,train,0.6919993262290954,0.6539067878723145,0.03809253850579262,0.97425,0.99975,1.8197099599838258,0.38092537760734557,3218.0575,246288.866
FlatLIFSNN,flat_snn,0.1,276,6,0.0002,val,0.5423235082626343,0.5028914642333985,0.03943204209208488,1.0,1.0,1.612263216972351,0.3943204140663147,3331.21875,258209.19
FlatLIFSNN,flat_snn,0.3,276,1,0.001879422863405995,train,2.4583002977371216,2.3792603073120118,0.07903999137878417,0.4,0.753,15.833226894378662,0.26346662640571594,2225.766,181591.133
FlatLIFSNN,flat_snn,0.3,276,1,0.001879422863405995,val,1.3393572664260864,1.2315612602233887,0.10779599577188492,0.8775,1.0,2.154007740020752,0.35931997299194335,3035.535,238184.6
FlatLIFSNN,flat_snn,0.3,276,2,0.0015500000000000002,train,1.3287111186981202,1.2243540959358215,0.10435702121257782,0.77875,0.97625,3.369108594894409,0.3478567228317261,2938.6935,226735.821
FlatLIFSNN,flat_snn,0.3,276,2,0.0015500000000000002,val,0.8933932328224182,0.7838144826889039,0.10957875400781632,0.98125,1.0,1.2156395292282105,0.36526249766349794,3085.7375,241875.015
FlatLIFSNN,flat_snn,0.3,276,3,0.0011,train,1.0387679719924927,0.9346742396354675,0.10409373044967651,0.872,0.9905,2.4115544033050536,0.34697908687591555,2931.27925,225830.589
FlatLIFSNN,flat_snn,0.3,276,3,0.0011,val,0.724787929058075,0.6152830028533935,0.10950493663549424,0.99875,1.0,1.3062242364883423,0.36501643657684324,3083.65875,242738.925
FlatLIFSNN,flat_snn,0.3,276,4,0.0006500000000000003,train,0.8836030855178832,0.7802226076126099,0.10338047701120377,0.926,0.99575,2.094043067932129,0.34460157561302185,2911.194,224770.593
FlatLIFSNN,flat_snn,0.3,276,4,0.0006500000000000003,val,0.6491068124771118,0.5400925135612488,0.10901430130004883,1.0,1.0,1.4901406955718994,0.3633809876441956,3069.8425,242294.785
FlatLIFSNN,flat_snn,0.3,276,5,0.0003205771365940052,train,0.8007023048400879,0.6973724637031555,0.1033298369050026,0.95725,0.99775,1.938004511833191,0.34443277478218076,2909.768,225029.987
FlatLIFSNN,flat_snn,0.3,276,5,0.0003205771365940052,val,0.6208765172958374,0.5119105911254883,0.1089659172296524,1.0,1.0,1.566361789703369,0.3632197058200836,3068.48,242458.6
FlatLIFSNN,flat_snn,0.3,276,6,0.0002,train,0.7514988007545471,0.6481794109344482,0.10331938809156418,0.9755,0.9995,1.794640911102295,0.344397944688797,2909.47375,225372.605
FlatLIFSNN,flat_snn,0.3,276,6,0.0002,val,0.607489309310913,0.4988084590435028,0.1086808505654335,1.0,1.0,1.6130189514160156,0.3622694849967957,3060.4525,242135.225
FlatLIFSNN,flat_snn,1.0,276,1,0.001879422863405995,train,2.7527725076675416,2.57159663772583,0.18117587500810622,0.35925,0.693,23.636736862182616,0.18117587500810622,1530.57375,128012.863
FlatLIFSNN,flat_snn,1.0,276,1,0.001879422863405995,val,1.6261996555328369,1.3404215097427368,0.28577815055847167,0.85125,1.0,3.4790376949310304,0.28577815055847167,2414.25375,190958.235
FlatLIFSNN,flat_snn,1.0,276,2,0.0015500000000000002,train,1.5272529792785645,1.264157389640808,0.2630955934524536,0.766,0.9815,3.426203254699707,0.2630955934524536,2222.6315,171322.02
FlatLIFSNN,flat_snn,1.0,276,2,0.0015500000000000002,val,1.1350927066802978,0.8516367053985596,0.283456004858017,0.96875,1.0,1.4974252319335937,0.283456004858017,2394.63625,188355.885
FlatLIFSNN,flat_snn,1.0,276,3,0.0011,train,1.2236838331222535,0.9644246673583985,0.25925918078422544,0.86925,0.99125,2.581694338798523,0.25925918078422544,2190.2215,168225.376
FlatLIFSNN,flat_snn,1.0,276,3,0.0011,val,0.9260201168060302,0.6454439377784729,0.28057618021965025,0.9975,1.0,1.2931662797927856,0.28057618021965025,2370.3075,187180.935
FlatLIFSNN,flat_snn,1.0,276,4,0.0006500000000000003,train,1.0549628410339356,0.797942626953125,0.257020220041275,0.92725,0.99775,2.099329637527466,0.257020220041275,2171.30675,167687.827
FlatLIFSNN,flat_snn,1.0,276,4,0.0006500000000000003,val,0.8437198948860168,0.5660137748718261,0.27770611763000486,1.0,1.0,1.457991075515747,0.27770611763000486,2346.06125,186413.295
FlatLIFSNN,flat_snn,1.0,276,5,0.0003205771365940052,train,0.9540858464241028,0.6989485239982605,0.25513731837272646,0.96575,0.99975,1.8103475704193115,0.25513731837272646,2155.4,166979.783
FlatLIFSNN,flat_snn,1.0,276,5,0.0003205771365940052,val,0.8057235169410706,0.5312656426429748,0.27445786476135253,0.99875,1.0,1.537477469444275,0.27445786476135253,2318.62,184366.145
FlatLIFSNN,flat_snn,1.0,276,6,0.0002,train,0.9129367094039917,0.6593250780105591,0.25361162996292114,0.978,1.0,1.7746321449279785,0.25361162996292114,2142.511,166511.57
FlatLIFSNN,flat_snn,1.0,276,6,0.0002,val,0.7892832851409912,0.5161224770545959,0.27316081285476684,1.0,1.0,1.5732189226150513,0.27316081285476684,2307.6625,183712.12
CRNNBaseline,crnn,0.0,276,1,0.001879422863405995,train,1.976076801300049,1.976076801300049,0.0,0.42725,0.7795,13.767555194854737,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,1,0.001879422863405995,val,0.8883060121536255,0.8883060121536255,0.0,0.885,1.0,1.8796264934539795,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,2,0.0015500000000000002,train,1.154539192199707,1.154539192199707,0.0,0.69975,0.961,3.9508983764648438,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,2,0.0015500000000000002,val,0.6508499455451965,0.6508499455451965,0.0,0.93875,1.0,1.5940270328521728,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,3,0.0011,train,0.9571874809265136,0.9571874809265136,0.0,0.78425,0.9745,3.3393073978424073,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,3,0.0011,val,0.5506084871292114,0.5506084871292114,0.0,0.9725,1.0,1.471521520614624,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,4,0.0006500000000000003,train,0.8030131483078002,0.8030131483078002,0.0,0.84625,0.99025,2.6260079498291016,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,4,0.0006500000000000003,val,0.4686717963218689,0.4686717963218689,0.0,0.99875,1.0,1.5065605640411377,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,5,0.0003205771365940052,train,0.7135512142181396,0.7135512142181396,0.0,0.89075,0.99425,2.3422528114318846,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,5,0.0003205771365940052,val,0.45753515481948853,0.45753515481948853,0.0,1.0,1.0,1.5277170658111572,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,6,0.0002,train,0.6492875337600708,0.6492875337600708,0.0,0.922,0.9965,2.1503900566101075,0.0,0.0,0.0
CRNNBaseline,crnn,0.0,276,6,0.0002,val,0.44624135017395017,0.44624135017395017,0.0,1.0,1.0,1.6072720909118652,0.0,0.0,0.0
